game_pk,player_id,name,team,opponent,is_home,lineup_slot,lineup_status,opposing_pitcher,venue_name,start_time_utc,expected_pa,batter_pa_seen,pitcher_pa_seen,exp_runs,starter_share,form_z,form_state,prob_hr,prob_hit,prob_walk,prob_k,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,prob_tb_over_0.5,prob_tb_over_1.5,prob_tb_over_2.5,prob_tb_over_3.5,prob_hits_over_0.5,prob_hits_over_1.5,prob_hits_over_2.5,predicted_at_utc
822682,695578,James Wood,WSH,LAA,1,1,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,4.429179740026894,1600,1376,0.7228616976679859,0.658411762971543,-0.281008294120086,Normal,0.1922528981213228,0.671043416328115,0.5348551333486273,0.7711113941443221,0.7322801850955447,0.5379025058338199,0.3707367493273434,0.2368966638196666,0.644850751338404,0.4302512679836425,0.2886055758508378,0.2257605649420835,0.6478339875976379,0.2667493255144548,0.0687755372779714,2026-09-13T16:36:24Z
822682,687263,Zach Neto,LAA,WSH,0,1,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,4.604358571107616,2124,116,0.622454610009891,0.6468787112175423,0.8260245840307177,Normal,0.1397867100293978,0.6727894172863225,0.3905988770773442,0.8026229253075056,0.7117595358018913,0.514766368874839,0.3498973936594375,0.2205180277915589,0.6464061052047336,0.4177146922132915,0.2586170928938753,0.1842133252370109,0.6494137242019953,0.2702566887023605,0.0716302479522488,2026-09-13T16:36:24Z
822682,694673,Abimelec Ortiz,WSH,LAA,1,2,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,4.320886075949368,116,1376,0.5513570654710422,0.651063863518973,-1.347974810583101,Normal,0.1537635761609839,0.6616101639822506,0.3128025086021326,0.696050348882819,0.694439924828386,0.4933187259377687,0.3288694483191127,0.2025497545772888,0.6362203160422868,0.4009467608176617,0.2532772779059721,0.1876608367801873,0.6391094869565959,0.2566901010087221,0.0636514466100092,2026-09-13T16:36:24Z
822682,545361,Mike Trout,LAA,WSH,0,2,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,4.527442254714981,2117,116,0.6355278897815445,0.6357809501521181,-0.1436582810701769,Normal,0.1675032857298783,0.6506777373944221,0.5324613179649786,0.7894813612802593,0.7206826088237047,0.5246739160291258,0.3587333465863602,0.2274125763525787,0.6261021000876555,0.3994382410176814,0.2591706509762931,0.1983694259558193,0.6288995222680974,0.2485869504518154,0.0615913857847387,2026-09-13T16:36:24Z
822682,665953,Andrés Chaparro,WSH,LAA,1,3,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,4.219538037719856,402,1376,0.4768567263686158,0.6391874211655405,0.4091308291107741,Normal,0.1301749900841977,0.6387887244549822,0.3476059409793344,0.6992293379086425,0.6777685332390356,0.4742988587497052,0.3114454377827166,0.1885627793119534,0.6152612896092886,0.3865519402661291,0.232165600741264,0.1658077134041556,0.6179350158432791,0.2349396491454647,0.0541301021680594,2026-09-13T16:36:24Z
822682,685133,Wade Meckler,LAA,WSH,0,3,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,4.403471634208298,342,116,0.5360679116352585,0.6299225666171153,0.8908780423457459,Normal,0.0836989430226734,0.6678973721122733,0.4748191132731648,0.6127222796538646,0.6865728044765024,0.4854590526538542,0.3224872320901298,0.1980309373887494,0.6419479743822268,0.3764326821170091,0.2058075152604065,0.1266863487538045,0.6449034514193447,0.2641207583663356,0.0678437356191122,2026-09-13T16:36:24Z
822682,682928,CJ Abrams,WSH,LAA,1,4,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,4.143540669856459,2762,1376,0.5030925947932912,0.6192350666825168,-1.8181241020218464,Normal,0.1357439513969298,0.6503969338093935,0.3464659943345713,0.6850612054905134,0.6908618251645399,0.4879501829205479,0.3230066037655488,0.1971497631194307,0.6259951204614357,0.3925262895420956,0.2448518685257479,0.1749836012280183,0.6287683333758081,0.2441464952356712,0.0570711666695677,2026-09-13T16:36:24Z
822682,687093,Vaughn Grissom,LAA,WSH,0,4,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,4.336109750122489,764,116,0.4492679262700018,0.6113242937853108,-0.716102808451226,Normal,0.0915700499746546,0.6498522282888148,0.3489125457155289,0.6488647861672803,0.6714349498271538,0.468180497895467,0.3066386258717495,0.1852843929200178,0.6254107991326274,0.365154393662759,0.201833511013896,0.1291817788731101,0.6281909998398549,0.2460175095146544,0.0593926192161866,2026-09-13T16:36:24Z
822682,691002,Yohandy Morales,WSH,LAA,1,5,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,4.029266879165459,23,1376,0.443880648850278,0.5975432433741307,-0.6417505639597704,Normal,0.1228007134450625,0.6399003592132205,0.2793078033179655,0.7247490174783123,0.679173499757166,0.4747731144517345,0.3110559508645954,0.1876485440034216,0.6163517303572881,0.3730304638253719,0.2219626762244593,0.1560782958550361,0.6190263133682903,0.2342216360831257,0.0527683150994586,2026-09-13T16:36:24Z
822682,694208,Moisés Ballesteros,LAA,WSH,0,5,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,4.202721859937624,370,116,0.4513220624031375,0.5944865308071139,-0.005658659119888,Normal,0.1037454729683296,0.6156210817219128,0.4009208581982585,0.6281512019347665,0.6612012390759404,0.4567947153561174,0.2963682768181058,0.177131738842356,0.5938600022733335,0.3412715481609555,0.1946324855019317,0.1331265821415083,0.5963313228630456,0.2155425795589669,0.0470083160090956,2026-09-13T16:36:24Z
822682,695734,Daylen Lile,WSH,LAA,1,6,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,3.87957181088314,961,1376,0.4693841433719802,0.5944877101333657,-0.6308573958254075,Normal,0.1261012091927733,0.640333477106804,0.2929879205532249,0.5683199551823288,0.6730321006213686,0.467659297452881,0.3044614287358403,0.182296377687024,0.6167790142086905,0.3794952874745454,0.2390461274708954,0.1675522418168093,0.6194534433276124,0.2338059314856425,0.0520707796462754,2026-09-13T16:36:24Z
822682,694203,Denzer Guzman,LAA,WSH,0,6,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,4.05248950209958,291,116,0.4195799514434515,0.5907100197559825,-0.2856353751378993,Normal,0.1047927705766461,0.6174771300252779,0.285906541022849,0.7572855701024479,0.6521593864998174,0.4471899025812579,0.287974190266071,0.170634593238814,0.5955789795918713,0.3440471599899943,0.1955872083662387,0.1339477170113394,0.5980655155451675,0.216788587810422,0.0471865903549033,2026-09-13T16:36:24Z
822682,660688,Keibert Ruiz,WSH,LAA,1,7,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,3.7509375,2076,1376,0.3587658740011583,0.5794350776733005,1.876963048062025,Normal,0.0804879068085696,0.6324553659828109,0.2179620020069915,0.4135426826477998,0.6328431451886769,0.4254956551421816,0.2683805213337208,0.1551185493178924,0.6095662535518319,0.3453240385415357,0.1801799453069501,0.1119368444332491,0.6121639331014649,0.2261185579825007,0.0487705206199668,2026-09-13T16:36:24Z
822682,666139,Josh Lowe,LAA,WSH,0,7,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,3.921186981493299,1825,116,0.4464665830105966,0.5751790531870279,-0.8592177784716624,Normal,0.1049841301469936,0.5838706894173,0.3756504407253419,0.6904442145101808,0.634619382485228,0.4288465057567808,0.272252789713469,0.1587437599783205,0.5644693504081646,0.3303655536398777,0.1894196111684524,0.1324350347658784,0.5666699015133,0.1895404330122069,0.0374280746527447,2026-09-13T16:36:24Z
822682,677588,José Tena,WSH,LAA,1,8,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,3.602768166089965,649,1376,0.4340280784664798,0.5763595465538799,-1.4953157686137626,Normal,0.0857847481248057,0.5898061576144837,0.3422288782137625,0.6686082940952817,0.6215052438185417,0.4134180671981816,0.2579525962774239,0.1472135374503848,0.5701944137836061,0.3207455256817342,0.1746696707515576,0.1142727988997121,0.5724171038652391,0.190400191717728,0.0359352699839401,2026-09-13T16:36:24Z
822682,642350,Jose Siri,LAA,WSH,0,8,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,3.756379720993536,1383,116,0.4620646925975288,0.5729739409141583,-1.0288698901434434,Normal,0.1204627356388725,0.5501456040466146,0.2922965483007114,0.8275185994186365,0.6296857594176669,0.4234000976806336,0.2674261858267113,0.15499476018951,0.5330970800690095,0.311518062213507,0.1868877319213456,0.1404244573414565,0.5350289683905286,0.1645468154307539,0.029365625413578,2026-09-13T16:36:24Z
822682,696285,Jacob Young,WSH,LAA,1,9,confirmed,Grayson Rodriguez,Nationals Park,2026-09-13T17:35:00Z,3.4405196914332112,1446,1376,0.4149030806896847,0.5814198745308563,-0.0536497546213396,Normal,0.0589161872037826,0.5706596541602883,0.2758779325108511,0.5131860792427378,0.5946222688089923,0.3866782443744608,0.2359369841421282,0.1311767121274534,0.5524943611998023,0.2849348544957116,0.1396033145041282,0.0829197037512537,0.5545515877128238,0.1746997198972845,0.0303890617778583,2026-09-13T16:36:24Z
822682,695681,Christian Moore,LAA,WSH,0,9,confirmed,Riley Cornelio,Nationals Park,2026-09-13T17:35:00Z,3.612366737739872,284,116,0.4183158816935983,0.5728185755927464,0.2399099570751957,Normal,0.0907940128577384,0.5536344446853063,0.3306582314571357,0.7653926755885548,0.6050371443722153,0.3984642646241348,0.2465749538592913,0.1395622195237587,0.5364374943908362,0.2944203104347068,0.163878484263777,0.1129534986564125,0.5383858491741395,0.1657307721007318,0.0292247275756318,2026-09-13T16:36:24Z
822764,703520,Brett Bateman,TOR,BAL,1,1,confirmed,Trevor Rogers,Rogers Centre,2026-09-13T17:37:00Z,4.429179740026894,139,2170,0.5505396845896332,0.677261360415719,1.0558154226619194,Normal,0.0771409189519469,0.6814874898397446,0.3525819104795366,0.6568516952135062,0.6954891591733231,0.4951456817835435,0.3310372262031625,0.2046682204409019,0.6544307042417645,0.3880201611564631,0.2132482050647597,0.1275308188861444,0.6575140746896717,0.2769557804656384,0.0733721319843702,2026-09-13T16:36:24Z
