game_pk,player_id,name,team,opponent,is_home,lineup_slot,lineup_status,opposing_pitcher,venue_name,start_time_utc,expected_pa,batter_pa_seen,pitcher_pa_seen,exp_runs,starter_share,form_z,form_state,prob_hr,prob_hit,prob_walk,prob_k,prob_hrr_over_0.5,prob_hrr_over_1.5,prob_hrr_over_2.5,prob_hrr_over_3.5,prob_tb_over_0.5,prob_tb_over_1.5,prob_tb_over_2.5,prob_tb_over_3.5,prob_hits_over_0.5,prob_hits_over_1.5,prob_hits_over_2.5,predicted_at_utc
822843,607043,Brandon Nimmo,TEX,TOR,1,1,projected,José Soriano,Globe Life Field,2026-09-19T23:05:00Z,4.427067082683307,3297,2083,0.5621869035156658,0.6846066408071195,-0.8326668316144226,Normal,0.10764274087081203,0.6431445192065601,0.41821373650538224,0.6275826325258209,0.6893807761762681,0.48718416966096495,0.32263927146969895,0.1975919698661955,0.6191272334400904,0.3719294700814566,0.21864912190533645,0.14734748927141458,0.6223129493778763,0.24070235694834563,0.05756892273545287,2026-09-19T17:10:34Z
822843,543807,George Springer,TOR,TEX,0,1,projected,Cal Quantrill,Globe Life Field,2026-09-19T23:05:00Z,4.604763749031759,2963,2822,0.6234458002021024,0.6371395026786045,0.9631196380320357,Normal,0.134042187674022,0.7086521233138168,0.3276140444019968,0.5189634309258134,0.7351899356534436,0.5414258026837155,0.3738461674448016,0.23976854318638166,0.6791750536132818,0.42938608703018544,0.2642286694744367,0.18246357562656604,0.6831023104483026,0.3068499969146885,0.08904827595943884,2026-09-19T17:10:34Z
822843,608369,Corey Seager,TEX,TOR,1,2,projected,José Soriano,Globe Life Field,2026-09-19T23:05:00Z,4.3250096786682155,2579,2083,0.5906727473341964,0.6785732410575123,1.2309288187770957,Normal,0.1809489199300468,0.6508564525850137,0.418076473422334,0.5665034524617648,0.7226823307721159,0.5246309577220637,0.35639250885518503,0.2241555913866778,0.6262638852139497,0.40205440761241146,0.2626000212326863,0.20647510120159826,0.6295257381619201,0.24664017073761516,0.05933789461458068,2026-09-19T17:10:34Z
822843,669701,Josh Smith,TOR,TEX,0,2,projected,Cal Quantrill,Globe Life Field,2026-09-19T23:05:00Z,4.515157441814981,1863,2822,0.5496707940372872,0.6290786778390398,-1.1717461589065465,Normal,0.10647668410840663,0.6415146670117546,0.4489632842802567,0.6060841549813566,0.6784038391770072,0.47562269007111607,0.3127435318378323,0.1901664582517101,0.6175982195104618,0.3620352422150947,0.20802582984467555,0.14063627718872157,0.6207713813942509,0.24005858530317004,0.05784789500979506,2026-09-19T17:10:34Z
822843,694671,Wyatt Langford,TEX,TOR,1,3,projected,José Soriano,Globe Life Field,2026-09-19T23:05:00Z,4.22448224852071,1568,2083,0.5413213006305241,0.6735063802049162,-0.6260769519949233,Normal,0.10576938062822425,0.6176309689216949,0.4910539701822574,0.6848767759995216,0.68259714358312,0.47829006119807643,0.31364981789474283,0.18977777418893083,0.5956794712682006,0.35209262871436875,0.20309823302896313,0.13866586618395668,0.5985862919823655,0.21653683766761647,0.046948471426731864,2026-09-19T17:10:34Z
822843,664770,Nathan Lukes,TOR,TEX,0,3,projected,Cal Quantrill,Globe Life Field,2026-09-19T23:05:00Z,4.40171577769489,982,2822,0.4879553200791054,0.6195282491947212,0.551018413184705,Normal,0.11140681874592775,0.6775267525799934,0.3124055595509336,0.4938519604595386,0.6903085986969745,0.48840632740741385,0.3238694363800431,0.1986570828124094,0.6507146293041847,0.3923511262445023,0.2306261610137972,0.1539805852296253,0.6542772907140582,0.2732344869498793,0.07170989330434042,2026-09-19T17:10:34Z
822843,592626,Joc Pederson,TEX,TOR,1,4,projected,José Soriano,Globe Life Field,2026-09-19T23:05:00Z,4.139701241321271,2045,2083,0.505343833530206,0.6632755135783367,-0.6412084405012481,Normal,0.18090513531113714,0.5939252552084264,0.4643536740677317,0.6218426917514119,0.6786519034933461,0.47342087741707156,0.30892594404709983,0.18580425644233864,0.5737705264654615,0.35886269189343895,0.24405722429256385,0.19921643151562346,0.5764368271698461,0.1966725521848333,0.039490456853589644,2026-09-19T17:10:34Z
822843,665489,Vladimir Guerrero Jr.,TOR,TEX,0,4,projected,Cal Quantrill,Globe Life Field,2026-09-19T23:05:00Z,4.324501907587961,3355,2822,0.46645078081646885,0.6031557850093623,0.2386680708519966,Normal,0.11180583633659902,0.7035625560900906,0.28929032501589624,0.43205653570019337,0.7134721414243435,0.5138939226873328,0.34647993198928406,0.21620902034029973,0.6745832671915678,0.41895104992843574,0.2422666437012334,0.1582122107676428,0.6784376429249627,0.2983253132231661,0.08255617444611121,2026-09-19T17:10:34Z
822843,553869,Elias Díaz,TEX,TOR,1,5,projected,José Soriano,Globe Life Field,2026-09-19T23:05:00Z,4.0244206329429355,1770,2083,0.35162758086292917,0.6496291145310067,-0.28223162555184983,Normal,0.0820448393733002,0.6063468331638113,0.28537193960332274,0.7098475462470945,0.6318551614776613,0.42430881614044047,0.2668179772586003,0.15404610979291788,0.5853104201508267,0.32850450091311745,0.1739649470087337,0.11121769676179975,0.5880936964032301,0.20582667604034863,0.04223304115576166,2026-09-19T17:10:34Z
822843,672386,Alejandro Kirk,TOR,TEX,0,5,projected,Cal Quantrill,Globe Life Field,2026-09-19T23:05:00Z,4.193020985846754,2146,2822,0.3835025766616076,0.586857461492335,0.08094454395410752,Normal,0.10572794027326611,0.6850901114268473,0.29143942817531054,0.3944826465575768,0.6776891130602883,0.47330246673205695,0.3095158786882153,0.18677545231656456,0.6577041297947468,0.3855705261387618,0.21648032972632988,0.14147827560097725,0.6613412908449616,0.27854292571895717,0.07262085806690848,2026-09-19T17:10:34Z
822843,669394,Jake Burger,TEX,TOR,1,6,projected,José Soriano,Globe Life Field,2026-09-19T23:05:00Z,3.890012970168612,2266,2083,0.43967826001018234,0.6431056827233963,0.16740852031501546,Normal,0.13127495456924698,0.5952766467337653,0.3551993478000804,0.7222485541800208,0.6707719223236598,0.4641560223996085,0.30023275473280825,0.17868535416144443,0.575078651243521,0.3419840225231636,0.20560857850505304,0.1536814707521812,0.5777496783838768,0.19655367367160134,0.03874945351814508,2026-09-19T17:10:34Z
822843,665926,Andrés Giménez,TOR,TEX,0,6,projected,Cal Quantrill,Globe Life Field,2026-09-19T23:05:00Z,4.055293501048218,2660,2822,0.40874992070310173,0.578606227173396,0.3029047722156786,Normal,0.0906084184763368,0.631720911985002,0.2930675164764275,0.5241571118220274,0.6542143955984092,0.44817201623274316,0.28759182836241987,0.1699530920815773,0.6086733597247216,0.3453514242065897,0.19078747492719875,0.12363216895373833,0.6117267499064646,0.2286405603557629,0.05151028378541563,2026-09-19T17:10:34Z
822843,673962,Josh Jung,TEX,TOR,1,7,projected,José Soriano,Globe Life Field,2026-09-19T23:05:00Z,3.741738405998334,1739,2083,0.41808549937765055,0.6274555445793851,1.014624380037045,Normal,0.08344990489624891,0.6220840016964275,0.3030447971599922,0.6293316494832001,0.6622888596932734,0.4545407510696373,0.29156718908182083,0.17188892222601393,0.5999354179288044,0.33856733512456444,0.18105445260512198,0.11482481372329849,0.6028659264879249,0.2172156996087312,0.04545992426784971,2026-09-19T17:10:34Z
